,Name,Team,Age,Height_cm,Weight_kg,Jersey_no,College,Games_played,Points_played,Posessions,Total scores,Assists,Goals,Blocks,+-,Completions,Cmp%,Yards,Throwing Yards,Receiving Yards,Offensive Effic,Hockey assists,Throwaways,Stalls,Drops,Calahans,Hucks,Huck completion %,Pulls,Offensive PP,Defensive PP,Minutes played
971,Bailey Wu,LA,26,172.72,,8,UCSB,10,113,46,1,0,1,0,-2,21,95.45,267,139,128,34.78,1,1,0,2,0,0,,0,3,110,120
972,Dax Miller,TOR,,,,53,,1,13,9,0,0,0,0,-2,6,,25,-15,40,,0,2,0,0,0,0,,0,3,10,15
973,Javier Yanez,TB,,,,70,,2,26,22,1,1,0,0,-2,53,94.64,338,192,146,31.82,0,3,0,0,0,0,0.0,4,20,6,33
974,Max Grove,ATX,,195.57999999999998,83.916,,Rose-Hulman,1,10,13,1,1,0,0,-2,12,,95,48,47,,0,0,0,3,0,0,,0,1,9,13
975,Mo Scott,COL,,,,20,,6,76,65,4,4,0,0,-2,41,87.23,341,232,109,44.62,1,6,0,0,0,0,0.0,21,30,46,80
976,Sean Reischel,SLC,,,,31,,3,27,18,0,0,0,0,-2,9,,157,18,139,,0,2,0,0,0,0,,0,0,27,37
977,Ted Barnett,COL,,,,5,University of Central Florida,2,16,14,0,0,0,1,-2,3,,63,-8,71,,0,3,0,0,0,0,0.0,16,0,16,21
978,Dustin Travaglini,TB,36,170.18,63.504,15,Florida,6,108,79,8,8,0,1,-3,89,86.41,576,493,83,40.51,1,12,1,0,0,2,28.57,53,37,71,123
979,Jason Hustad,DAL,,,,15,,9,166,135,21,18,3,5,-3,154,83.7,2260,2082,178,42.96,12,28,0,1,0,17,56.67,44,65,101,183
980,Logan Pruess,MAD,29,180.34,65.772,14,Wisconsin-Milwaukee,4,62,39,2,1,1,1,-3,31,77.5,286,219,67,25.64,1,6,0,0,0,1,33.33,0,12,50,73
981,Austin Gaines,TB,,,,24,,9,108,96,2,2,0,3,-4,86,89.58,629,466,163,37.5,4,9,0,0,0,0,0.0,28,53,55,116
982,Alec Benton,SLC,,,,32,,12,165,179,21,18,3,1,-5,173,87.37,2483,2132,351,49.16,14,24,0,3,0,15,53.57,45,111,54,157
983,Logan Dufour,TOR,,,,52,,5,54,44,1,0,1,1,-5,24,77.42,216,-60,276,31.82,1,7,0,0,0,0,0.0,2,20,34,62
984,Sam VanDusen,PIT,28,182.88,77.112,95,Pittsburgh,7,155,118,15,13,2,4,-5,103,77.44,1461,971,490,35.59,5,22,1,2,0,6,31.58,111,19,136,178
985,Trevor Polisuk-Balfour,DET,,,,4,,10,107,48,0,0,0,1,-6,9,,290,81,209,27.08,1,6,0,1,0,0,0.0,8,6,101,106
986,David Innis,DET,26,177.8,70.308,11,University of Michigan,10,218,102,7,6,1,3,-7,141,88.13,762,963,-201,39.22,2,17,0,0,0,3,42.86,91,24,194,203
987,Tom Chrzanowski,TB,,,,34,,10,188,254,8,5,3,2,-14,368,94.6,1734,1820,-86,35.83,22,19,1,5,0,1,25.0,0,175,13,249
988,Rees McDevitt,DET,,,,,,11,123,57,1,0,1,1,-3,15,,276,24,252,29.82,2,3,0,2,0,0,,0,4,119,129
989,Joseph Welkener,DAL,,,,32,,8,83,46,1,1,0,1,-4,32,84.21,325,189,136,41.3,3,6,0,0,0,1,33.33,0,9,74,97
990,Benjamin Liu-May,POR,,,,2,,4,79,62,3,2,1,1,-5,42,82.35,649,366,283,29.03,2,7,0,2,0,1,33.33,15,35,44,65
991,Mark Lin,NY,29,182.88,79.38,33,Maryland,4,49,40,2,2,0,1,-5,29,80.56,241,211,30,47.5,5,7,0,1,0,0,0.0,11,1,48,67
992,Kevin Christian,POR,,175.26,70.308,21,Oklahoma,8,190,244,14,13,1,5,-6,330,92.18,2882,2185,697,42.62,21,24,0,1,0,2,20.0,0,189,1,190
993,Conor Tabor,COL,,,,25,,8,97,55,6,6,0,0,-7,58,81.69,807,731,76,56.36,3,13,0,0,0,6,54.55,60,1,96,107
994,Brandon Perales,TB,41,175.26,77.112,5,Florida State,11,187,249,23,20,3,3,-9,350,89.74,3372,3062,310,36.55,20,35,0,0,0,19,65.52,0,185,2,248
